City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
481,Campbeltown,GB,2020-04-17 19:32:05,55.43,-5.61,50.0,71,43,18.34,scattered clouds,0.000,0
482,Karratha,AU,2020-04-17 19:33:41,-20.74,116.85,82.47,55,91,8.66,overcast clouds,0.000,0
483,Bambous Virieux,MU,2020-04-17 19:33:41,-20.34,57.76,77.0,78,40,11.41,scattered clouds,0.000,0
484,Havoysund,NO,2020-04-17 19:33:42,71.0,24.66,37.4,79,75,29.97,broken clouds,0.000,0
485,Teguldet,RU,2020-04-17 19:33:42,57.31,88.17,30.69,96,0,2.19,clear sky,0.000,0
486,Vendychany,UA,2020-04-17 19:33:44,48.61,27.79,48.0,65,55,6.69,broken clouds,0.000,0
487,Puerto Escondido,MX,2020-04-17 19:28:52,15.85,-97.07,89.6,79,40,5.82,scattered clouds,0.000,0
488,Mareeba,AU,2020-04-17 19:33:45,-17.0,145.43,73.4,94,40,2.24,scattered clouds,0.000,0
489,Omboue,GA,2020-04-17 19:33:45,-1.57,9.26,76.24,93,100,4.14,moderate rain,6.630,0
490,Trelew,AR,2020-04-17 19:28:58,-43.25,-65.31,87.17,25,50,21.59,scattered clouds,0.000,0
491,Gao,ML,2020-04-17 19:33:47,16.64,1.64,90.41,10,0,8.19,clear sky,0.000,0
492,Byron Bay,AU,2020-04-17 19:33:47,-28.65,153.62,69.8,100,67,5.82,broken clouds,0.000,0
493,Camopi,GF,2020-04-17 19:33:47,3.17,-52.32,78.93,85,98,3.94,moderate rain,3.270,0
494,Puerto Leguizamo,CO,2020-04-17 19:33:47,-0.19,-74.78,77.18,87,99,4.14,moderate rain,4.820,0
495,San Policarpo,PH,2020-04-17 19:32:04,12.18,125.51,81.37,81,52,13.31,light rain,1.140,0
496,Gorontalo,ID,2020-04-17 19:33:48,0.54,123.06,75.76,85,48,3.11,scattered clouds,0.000,0
497,Agadir,MA,2020-04-17 19:33:48,30.42,-9.6,68.0,60,0,13.87,clear sky,0.000,0
498,Lata,PT,2020-04-17 19:33:50,40.16,-8.33,61.0,77,2,1.01,clear sky,0.000,0
499,Itarema,BR,2020-04-17 19:33:51,-2.92,-39.92,78.53,87,76,5.3,light rain,0.630,0
500,Goure,NE,2020-04-17 19:33:51,13.98,10.27,90.0,2,0,4.0,clear sky,0.000,0
501,Coruripe,BR,2020-04-17 19:32:16,-10.13,-36.18,81.23,81,1,10.25,light rain,0.140,0
502,Ginir,ET,2020-04-17 19:33:52,7.13,40.7,61.29,58,100,1.9,moderate rain,4.270,0
503,Umm Lajj,SA,2020-04-17 19:33:52,25.02,37.27,70.7,62,3,6.67,clear sky,0.000,0
504,Jalingo,NG,2020-04-17 19:33:53,8.88,11.37,90.57,26,0,4.18,clear sky,0.000,0
505,Sabaudia,IT,2020-04-17 19:33:55,41.3,13.03,57.99,90,16,4.27,few clouds,0.000,0
506,Perevolotskiy,RU,2020-04-17 19:33:56,51.88,54.19,39.42,78,7,13.38,clear sky,0.000,0
507,Yulara,AU,2020-04-17 19:33:15,-25.24,130.99,69.8,40,84,6.93,broken clouds,0.000,0
508,Doha,QA,2020-04-17 19:30:23,25.29,51.53,77.0,69,3,3.36,clear sky,0.000,0
509,Ambulu,ID,2020-04-17 19:33:58,-8.35,113.61,78.35,79,96,3.62,overcast clouds,0.000,0
510,Manacapuru,BR,2020-04-17 19:33:58,-3.3,-60.62,78.8,88,40,9.17,shower rain,0.000,0
511,Reconquista,AR,2020-04-17 19:33:58,-29.15,-59.65,71.38,39,0,3.44,clear sky,0.000,0
512,Pafos,CY,2020-04-17 19:33:59,34.77,32.42,64.4,82,0,2.24,clear sky,0.000,0
513,Prince Rupert,CA,2020-04-17 19:30:59,54.32,-130.32,46.4,100,90,5.82,mist,0.000,0
514,Hami,CN,2020-04-17 19:33:59,42.8,93.45,58.62,25,5,6.78,clear sky,0.000,0
515,Shimoda,JP,2020-04-17 19:34:00,34.67,138.95,55.4,93,75,4.7,shower rain,0.000,0
516,San Juan Del Sur,NI,2020-04-17 19:34:00,11.25,-85.87,91.4,46,20,6.93,few clouds,0.000,0
517,Yagodnoye,RU,2020-04-17 19:34:01,62.55,149.67,-1.12,83,100,5.93,light snow,0.000,0
518,Kothapet,IN,2020-04-17 19:34:02,19.33,79.48,86.72,29,13,6.15,few clouds,0.000,0
519,Zyryanka,RU,2020-04-17 19:34:03,65.75,150.85,0.81,92,100,17.83,light snow,0.000,0
520,Viramgam,IN,2020-04-17 19:34:05,23.12,72.05,86.0,45,9,10.78,smoke,0.000,0
521,Badvel,IN,2020-04-17 19:34:06,14.75,79.05,77.07,76,0,2.89,clear sky,0.000,0
522,Port Hardy,CA,2020-04-17 19:34:07,50.7,-127.42,53.6,76,75,12.75,broken clouds,0.000,0
523,Japura,ID,2020-04-17 19:34:10,-0.32,102.35,72.99,94,53,0.43,light rain,1.050,0
524,Taoudenni,ML,2020-04-17 19:34:11,22.68,-3.98,96.66,14,26,6.96,scattered clouds,0.000,0
525,Poum,NC,2020-04-17 19:34:13,-20.23,164.02,78.44,76,99,11.5,overcast clouds,0.000,0
526,Sitka,US,2020-04-17 19:34:15,57.05,-135.33,46.4,87,20,4.7,few clouds,0.000,0
527,Waddan,LY,2020-04-17 19:34:16,29.16,16.14,70.63,37,0,12.64,clear sky,0.000,0
528,Tevriz,RU,2020-04-17 19:34:18,57.51,72.4,48.72,66,100,10.42,overcast clouds,0.000,0
529,Obidos,BR,2020-04-17 19:34:19,-1.92,-55.52,80.44,79,72,4.63,broken clouds,0.000,0
530,Rantauprapat,ID,2020-04-17 19:34:21,2.1,99.83,73.94,90,89,2.01,light rain,0.170,0
531,Tamandare,BR,2020-04-17 19:34:22,-8.76,-35.1,81.84,78,1,8.01,clear sky,0.000,0
532,Huarmey,PE,2020-04-17 19:34:23,-10.07,-78.15,79.05,61,23,10.18,few clouds,0.000,0
533,Mount Isa,AU,2020-04-17 19:34:24,-20.73,139.5,75.2,36,19,9.17,few clouds,0.000,0
534,Lakeland Highlands,US,2020-04-17 19:32:39,27.96,-81.95,84.99,64,75,8.05,broken clouds,0.000,0
535,Tautira,PF,2020-04-17 19:33:24,-17.73,-149.15,87.8,62,92,9.17,light rain,1.400,0
536,Tromso,NO,2020-04-17 19:34:25,69.65,18.96,35.6,64,75,31.09,shower rain,0.000,0
537,Voh,NC,2020-04-17 19:34:27,-20.97,164.7,75.65,81,100,4.97,overcast clouds,0.000,0
538,Lewistown,US,2020-04-17 19:34:27,40.6,-77.57,35.6,100,90,4.7,light rain,0.000,0
539,Sakakah,SA,2020-04-17 19:34:27,29.97,40.21,73.4,23,40,12.75,scattered clouds,0.000,0
540,Baykit,RU,2020-04-17 19:34:28,61.67,96.37,28.74,95,95,2.62,light snow,0.000,0
541,Kraskino,RU,2020-04-17 19:34:29,42.71,130.78,39.79,85,89,5.12,overcast clouds,0.000,0
542,Tevaitoa,PF,2020-04-17 19:34:29,-16.78,-151.5,83.55,69,100,7.52,overcast clouds,0.000,0
543,Charters Towers,AU,2020-04-17 19:34:31,-20.1,146.27,73.0,77,26,3.51,scattered clouds,0.000,0
544,Launceston,AU,2020-04-17 19:34:32,-41.45,147.17,46.4,65,75,3.36,broken clouds,0.000,0
545,Stornoway,GB,2020-04-17 19:34:34,58.21,-6.39,50.0,71,0,10.29,clear sky,0.000,0
546,Bagdarin,RU,2020-04-17 19:34:35,54.43,113.6,34.65,57,100,4.72,light snow,0.000,0
547,Kumluca,TR,2020-04-17 19:34:36,36.37,30.29,62.82,59,0,4.9,clear sky,0.000,0
548,Asyut,EG,2020-04-17 19:34:38,27.18,31.18,71.6,49,97,13.87,overcast clouds,0.000,0
549,Saint Andrews,US,2020-04-17 19:34:39,34.05,-81.13,75.99,35,40,11.41,scattered clouds,0.000,0
550,Pathein,MM,2020-04-17 19:34:41,16.78,94.73,74.37,85,0,5.61,clear sky,0.000,0
551,Cuaspud,CO,2020-04-17 19:34:43,0.86,-77.73,57.2,76,90,5.82,overcast clouds,0.000,0
552,Nanuque,BR,2020-04-17 19:34:43,-17.84,-40.35,75.33,86,20,9.71,light rain,1.530,0
553,Iberia,US,2020-04-17 19:34:45,29.95,-91.75,80.6,61,75,10.29,broken clouds,0.000,0
554,Namatanai,PG,2020-04-17 19:34:47,-3.67,152.43,80.98,76,100,3.24,overcast clouds,0.000,0
555,Guanica,PR,2020-04-17 19:34:48,17.97,-66.91,84.99,55,27,7.0,light rain,1.520,0
556,Aksarka,RU,2020-04-17 19:34:48,66.56,67.8,36.28,97,100,16.73,light rain,2.270,0
557,Viseu,PT,2020-04-17 19:32:01,40.66,-7.91,61.0,1,4,3.0,clear sky,0.000,0
558,Verkhneyarkeyevo,RU,2020-04-17 19:34:50,55.45,54.31,38.61,83,42,11.61,scattered clouds,0.000,0
559,Rio Gallegos,AR,2020-04-17 19:34:51,-51.62,-69.22,60.8,38,0,19.46,clear sky,0.000,0
560,Saint Stephen,GB,2020-04-17 19:34:52,50.33,-4.9,52.0,93,100,23.04,light rain,0.450,0
561,Antequera,ES,2020-04-17 19:34:53,37.02,-4.56,62.6,77,20,8.05,few clouds,0.000,0
